"entry","protein_families"
"P17097","Krueppel C2H2-type zinc-finger protein family"
"P17098","Krueppel C2H2-type zinc-finger protein family"
"P17538","Peptidase S1 family"
"P19961","Glycosyl hydrolase 13 family"
"P20382","Melanin-concentrating hormone family"
"P21506","Krueppel C2H2-type zinc-finger protein family"
"P22090","Eukaryotic ribosomal protein eS4 family"
"P22531","Cornifin (SPRR) family"
"P22532","Cornifin (SPRR) family"
"P22676","Calbindin family"
"P29762","Calycin superfamily, Fatty-acid binding protein (FABP) family"
"P30408","L6 tetraspanin family"
"P30953","G-protein coupled receptor 1 family"
"P30954","G-protein coupled receptor 1 family"
"P31267","Antp homeobox family"
"P31277","Abd-B homeobox family"
"P33552","CKS family"
"P34820","TGF-beta family"
"P35325","Cornifin (SPRR) family"
"P35410","G-protein coupled receptor 1 family, Mas subfamily"
"P35542","SAA family"
"P36537","UDP-glycosyltransferase family"
"P36915","TRAFAC class YlqF/YawG GTPase family"
"P40313","Peptidase S1 family"
"P42357","PAL/histidase family"
"P42696","RRM RBM34 family"
"P43627","Immunoglobulin superfamily"
"P46095","G-protein coupled receptor 1 family"
"P47775","G-protein coupled receptor 1 family"
"P47874","Olfactory marker protein family"
"P47883","G-protein coupled receptor 1 family"
"P47887","G-protein coupled receptor 1 family"
"P47888","G-protein coupled receptor 1 family"
"P47890","G-protein coupled receptor 1 family"
"P47893","G-protein coupled receptor 1 family"
"P48060","CRISP family"
"P49406","Bacterial ribosomal protein bL19 family"
"P49441","Inositol monophosphatase superfamily"
"P50120","Calycin superfamily, Fatty-acid binding protein (FABP) family"
"P51504","Krueppel C2H2-type zinc-finger protein family"
"P51508","Krueppel C2H2-type zinc-finger protein family"
"P51522","Krueppel C2H2-type zinc-finger protein family"
"P51689","Sulfatase family"
"P51815","Krueppel C2H2-type zinc-finger protein family"
"P52737","Krueppel C2H2-type zinc-finger protein family"
"P52741","Krueppel C2H2-type zinc-finger protein family"
"P52746","Krueppel C2H2-type zinc-finger protein family"
"P54792","DSH family"
"P54793","Sulfatase family"
"P55103","TGF-beta family"
"P55808","CD99 family"
"P56277","CMC4 family"
"P56278","TCL1 family"
"P57058","Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily"
"P57773","Connexin family, Alpha-type (group II) subfamily"
"P58166","TGF-beta family"
"P58173","G-protein coupled receptor 1 family"
"P58182","G-protein coupled receptor 1 family"
"P58294","AVIT (prokineticin) family"
"P58317","Krueppel C2H2-type zinc-finger protein family"
"P58549","FXYD family"
"P58557","Endoribonuclease YbeY family"
"P58658","EVA1 family"
"P58872","Peptidase S54 family"
"P59025","TMEM7 family"
"P59045","NLRP family"
"P59074","SNF7 family"
"P59282","TPPP family"
"P59533","G-protein coupled receptor T2R family"
"P59534","G-protein coupled receptor T2R family"
"P59535","G-protein coupled receptor T2R family"
"P59537","G-protein coupled receptor T2R family"
"P59538","G-protein coupled receptor T2R family"
"P59540","G-protein coupled receptor T2R family"
"P59543","G-protein coupled receptor T2R family"
"P59796","Glutathione peroxidase family"
"P59797","SelWTH family"
"P59826","BPI/LBP/Plunc superfamily, BPI/LBP family"
"P60153","Pancreatic ribonuclease family"
"P60331","KRTAP type 10 family"
"P60369","KRTAP type 10 family"
"P60413","KRTAP type 10 family"
"P60509","Gamma type-C retroviral envelope protein family, HERV class-I R(b) env subfamily"
"P60608","Gamma type-C retroviral envelope protein family, HERV class-I F(c)2 env subfamily"
"P60893","G-protein coupled receptor 1 family"
"P60983","Actin-binding proteins ADF family, GMF subfamily"
"P61366","Osteocrin family"
"P61550","Gamma type-C retroviral envelope protein family, HERV class-I T env subfamily"
"P61565","Beta type-B retroviral envelope protein family, HERV class-II K(HML-2) env subfamily"
"P61566","Beta type-B retroviral envelope protein family, HERV class-II K(HML-2) env subfamily"
"P61567","Beta type-B retroviral envelope protein family, HERV class-II K(HML-2) env subfamily"
"P62683","Beta type-B retroviral Gag protein family, HERV class-II K(HML-2) gag subfamily"
"P62684","Beta type-B retroviral Gag protein family, HERV class-II K(HML-2) gag subfamily"
"P63122","Peptidase A2 family, HERV class-II K(HML-2) subfamily"
"P63123","Peptidase A2 family, HERV class-II K(HML-2) subfamily"
"P63126","Beta type-B retroviral Gag protein family, HERV class-II K(HML-2) gag subfamily"
"P63129","Peptidase A2 family, HERV class-II K(HML-2) subfamily"
"P63130","Beta type-B retroviral Gag protein family, HERV class-II K(HML-2) gag subfamily"
"P63131","Peptidase A2 family, HERV class-II K(HML-2) subfamily"
"P63132","Beta type-B retroviral polymerase family, HERV class-II K(HML-2) pol subfamily"
"P63133","Beta type-B retroviral polymerase family, HERV class-II K(HML-2) pol subfamily"
"P63135","Beta type-B retroviral polymerase family, HERV class-II K(HML-2) pol subfamily"
"P63136","Beta type-B retroviral polymerase family, HERV class-II K(HML-2) pol subfamily"
"P63145","Beta type-B retroviral Gag protein family, HERV class-II K(HML-2) gag subfamily"
"P63215","G protein gamma family"
"P63313","Thymosin beta family"
"P78414","TALE/IRO homeobox family"
"P82663","Mitochondrion-specific ribosomal protein mS25 family"
"P82675","Universal ribosomal protein uS5 family"
"P82912","Universal ribosomal protein uS11 family"
"P82921","Bacterial ribosomal protein bS21 family"
"P82933","Universal ribosomal protein uS9 family"
"P82970","HMGN family"
"P82980","Calycin superfamily, Fatty-acid binding protein (FABP) family"
"P83859","RFamide neuropeptide family"
"P84101","SERF family"
"P86791","CCZ1 family"
"P87889","Beta type-B retroviral Gag protein family, HERV class-II K(HML-2) gag subfamily"
"P98169","ZXD family"
"Q00888","Immunoglobulin superfamily, CEA family"
"Q01459","Glycosyl hydrolase 18 family"
"Q01995","Calponin family"
"Q02338","Short-chain dehydrogenases/reductases (SDR) family"
"Q02386","Krueppel C2H2-type zinc-finger protein family"
"Q02509","Phospholipase A2 family"
"Q03169","SEC6 family"
"Q03828","Even-skipped homeobox family"
"Q03936","Krueppel C2H2-type zinc-finger protein family"
"Q05952","Nuclear transition protein 2 family"
"Q05D32","CTDSPL2 family"
"Q06732","Krueppel C2H2-type zinc-finger protein family"
"Q07507","Dermatopontin family"
"Q08ER8","Krueppel C2H2-type zinc-finger protein family"
"Q0D2J5","Krueppel C2H2-type zinc-finger protein family"
"Q0VDG4","Peptidase C69 family, Secernin subfamily"
"Q12796","PNRC family, PNRC1 subfamily"
"Q12901","Krueppel C2H2-type zinc-finger protein family"
"Q12926","RRM elav family"
"Q12988","Small heat shock protein (HSP20) family"
"Q12999","Tetraspanin (TM4SF) family"
"Q13103","SPP2 family"
"Q13106","Krueppel C2H2-type zinc-finger protein family"
"Q13203","Immunoglobulin superfamily, MyBP family"
"Q13398","Krueppel C2H2-type zinc-finger protein family"
"Q13401","DNA mismatch repair MutL/HexB family"
"Q13442","PDAP1 family"
"Q13606","G-protein coupled receptor 1 family"
"Q13607","G-protein coupled receptor 1 family"
"Q14094","Cyclin family"
"Q14201","BTG family"
"Q14206","RCAN family"
"Q14409","FGGY kinase family"
"Q14439","G-protein coupled receptor 1 family"
"Q14576","RRM elav family"
"Q14590","Krueppel C2H2-type zinc-finger protein family"
"Q14593","Krueppel C2H2-type zinc-finger protein family"
"Q14641","Insulin family"
"Q14952","Immunoglobulin superfamily"
"Q14C87","TMEM132 family"
"Q15035","TRAM family"
"Q15048","PRAME family, LRRC14 subfamily"
"Q15181","PPase family"
"Q15238","Immunoglobulin superfamily, CEA family"
"Q15390","MTFR1 family"
"Q15391","G-protein coupled receptor 1 family"
"Q15612","G-protein coupled receptor 1 family"
"Q15617","G-protein coupled receptor 1 family"
"Q15620","G-protein coupled receptor 1 family"
"Q15651","HMGN family"
"Q15760","G-protein coupled receptor 1 family"
"Q15773","MLF family"
"Q15935","Krueppel C2H2-type zinc-finger protein family"
"Q15937","Krueppel C2H2-type zinc-finger protein family"
"Q16538","G-protein coupled receptor 1 family"
"Q16557","Immunoglobulin superfamily, CEA family"
"Q16589","Cyclin family, Cyclin G subfamily"
"Q17RB0","FAM127 family"
"Q17RH7","Paired homeobox family"
"Q17RN3","FAM98 family"
"Q17RR3","AB hydrolase superfamily, Lipase family"
"Q1L6U9","Beta-microseminoprotein family"
"Q1ZZU3","SWI5/SAE3 family"
"Q24JQ0","Nucleotide-sugar transporter family, SLC35A subfamily"
"Q2KJY2","TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family, KIF26 subfamily"
"Q2L4Q9","Peptidase S1 family"
"Q2M2H8","Glycosyl hydrolase 31 family"
"Q2M2I3","FAM83 family"
"Q2M3D2","SEC6 family"
"Q2M3G4","Shroom family"
"Q2M3X9","Krueppel C2H2-type zinc-finger protein family"
"Q2NKX9","UPF0561 family"
"Q2NL82","TRAFAC class translation factor GTPase superfamily, Bms1-like GTPase family, TSR1 subfamily"
"Q2PZI1","Dpy-19 family"
"Q2T9L4","INSYN1 family"
"Q2TAP0","ERF4 family"
"Q2TBC4","Prickle / espinas / testin family"
"Q2VIR3","TRAFAC class translation factor GTPase superfamily, Classic translation factor GTPase family, EIF2G subfamily"
"Q2VWP7","Immunoglobulin superfamily, DCC family"
"Q30KP8","Beta-defensin family"
"Q30KQ9","Beta-defensin family"
"Q32M78","Krueppel C2H2-type zinc-finger protein family"
"Q32MH5","ATOS family"
"Q32ZL2","PA-phosphatase related phosphoesterase family"
"Q3B726","Eukaryotic RPA43 RNA polymerase subunit family"
"Q3BBV0","NBPF family"
"Q3C1V8","Distal-less homeobox family"
"Q3I5F7","C/M/P thioester hydrolase family"
"Q3KNT7","Class I-like SAM-binding methyltransferase superfamily, RsmB/NOP family"
"Q3KPI0","Immunoglobulin superfamily, CEA family"
"Q3LI77","PMG family"
"Q3SY17","Mitochondrial carrier (TC 2.A.29) family"
"Q3SY52","Krueppel C2H2-type zinc-finger protein family"
"Q3SY77","UDP-glycosyltransferase family"
"Q3ZCN5","Otogelin family"
"Q3ZCQ3","FAM174 family"
"Q3ZCT1","Krueppel C2H2-type zinc-finger protein family"
"Q3ZCX4","Krueppel C2H2-type zinc-finger protein family"
"Q495N2","Amino acid/polyamine transporter 2 family"
"Q495X7","TRIM/RBCC family"
"Q49AH0","ARMET family"
"Q49SQ1","G-protein coupled receptor 1 family"
"Q4G0A6","MINDY deubiquitinase family, FAM188 subfamily"
"Q4G0F5","VPS26 family"
"Q4G112","HSF family"
"Q4G148","Glycosyltransferase 8 family"
"Q4G1C9","CRISP family"
"Q4U2R6","Mitochondrion-specific ribosomal protein mL51 family"
"Q4V339","SIMIBI class G3E GTPase family, ZNG1 subfamily"
"Q4VNC0","Cation transport ATPase (P-type) (TC 3.A.3) family, Type V subfamily"
"Q4ZIN3","Membralin family"
"Q50KZ9","G-protein coupled receptor T2R family"
"Q52LR7","Enhancer of polycomb family"
"Q52WX2","Protein kinase superfamily, Ser/Thr protein kinase family"
"Q53G44","IFI44 family"
"Q53GI3","Krueppel C2H2-type zinc-finger protein family"
"Q53RD9","Fibulin family"
"Q53S08","Small GTPase superfamily, Rab family"
"Q562R1","Actin family"
"Q567V2","Peroxisomal membrane protein PXMP2/4 family"
"Q58FF7","Heat shock protein 90 family"
"Q58FF8","Heat shock protein 90 family"
"Q58G82","Synaptotagmin family"
"Q5BIV9","SPRN family"
"Q5BKT4","ALG10 glucosyltransferase family"
"Q5FWF6","Krueppel C2H2-type zinc-finger protein family"
"Q5FYB0","Sulfatase family"
"Q5GAN6","Pancreatic ribonuclease family"
"Q5GH76","XK family"
"Q5GJ75","TNFAIP8 family"
"Q5H9U9","Helicase family"
"Q5HY92","AAA ATPase family"
"Q5HYI7","Metaxin family"
"Q5HYJ1","Steroid 5-alpha reductase family"
"Q5HYM0","ZC3H12 family"
"Q5J5C9","Beta-defensin family"
"Q5JR12","PP2C family"
"Q5JT82","Sp1 C2H2-type zinc-finger protein family"
"Q5JTH9","RRP12 family"
"Q5JU00","DRC5 family"
"Q5JU69","ClpA/ClpB family, Torsin subfamily"
"Q5JUX0","SPIN/STSY family"
"Q5M9Q1","NKAP family"
"Q5MAI5","Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily"
"Q5MJ09","SPAN-X family"
"Q5MJ68","Speedy/Ringo family"
"Q5RIA9","SIMIBI class G3E GTPase family, ZNG1 subfamily"
"Q5SRI9","Glycosyl hydrolase 99 family"
"Q5SY80","CATSPERD family"
"Q5T013","Hyi family"
"Q5T0D9","TPRG1 family"
"Q5T1Q4","SLC35F solute transporter family"
"Q5T215","TRAPP small subunits family, BET3 subfamily"
"Q5T2E6","ARMH3 family"
"Q5T2L2","Aldo/keto reductase family"
"Q5T4T1","TMEM170 family"
"Q5T653","Universal ribosomal protein uL2 family"
"Q5T6V5","QNG1 protein family"
"Q5T7N2","Transposase 22 family"
"Q5T871","Cornifin (SPRR) family"
"Q5TAH2","Monovalent cation:proton antiporter 1 (CPA1) transporter (TC 2.A.36) family"
"Q5TC12","ATP11 family"
"Q5TDP6","Glutamine synthetase family"
"Q5TEA6","Sel-1 family"
"Q5TEC3","Krueppel C2H2-type zinc-finger protein family"
"Q5TEC6","Histone H3 family"
"Q5TH74","STPG1 family"
"Q5TID7","CCDC181 family"
"Q5TYM5","FAM72 family"
"Q5TYW1","Krueppel C2H2-type zinc-finger protein family"
"Q5U623","MCAF family"
"Q5VTE0","TRAFAC class translation factor GTPase superfamily, Classic translation factor GTPase family, EF-Tu/EF-1A subfamily"
"Q5VTE6","CCR4/nocturin family"
"Q5VTQ0","TTC39 family"
"Q5VU65","NUP210 family"
"Q5VU97","Calcium channel subunit alpha-2/delta family"
"Q5VUJ9","DRC8 family"
"Q5VV52","Krueppel C2H2-type zinc-finger protein family"
"Q5VVH5","IRAK1BP1 family"
"Q5VXH4","PRAME family"
"Q5VXJ0","AB hydrolase superfamily, Lipase family"
"Q5VXT5","Synaptophysin/synaptobrevin family"
"Q5VXU1","NKAIN family"
"Q5VYY2","AB hydrolase superfamily, Lipase family"
"Q5VZB9","DMRT family"
"Q5VZP5","Protein-tyrosine phosphatase family, Non-receptor class dual specificity subfamily"
"Q5XG92","Type-B carboxylesterase/lipase family"
"Q63HK3","Krueppel C2H2-type zinc-finger protein family"
"Q63HM1","Kynurenine formamidase family"
"Q641Q3","Meteorin family"
"Q658Y4","FAM91 family"
"Q66K66","TMEM198 family"
"Q66LE6","Phosphatase 2A regulatory subunit B family"
"Q67FW5","Glycosyltransferase 2 family"
"Q68DH5","LIMR family"
"Q68DY1","Krueppel C2H2-type zinc-finger protein family"
"Q69YU5","UQCC6 family"
"Q6A1A2","Protein kinase superfamily, AGC Ser/Thr protein kinase family, PDPK1 subfamily"
"Q6A555","Thioredoxin family"
"Q6AZW8","Krueppel C2H2-type zinc-finger protein family"
"Q6B0K9","Globin family"
"Q6DWJ6","G-protein coupled receptor 1 family"
"Q6GMV3","PTH2 family, PTRHD1 subfamily"
"Q6H9L7","Isthmin family"
"Q6IAN0","Short-chain dehydrogenases/reductases (SDR) family"
"Q6IEE7","TMEM132 family"
"Q6IFH4","G-protein coupled receptor 1 family"
"Q6IMI4","Sulfotransferase 1 family"
"Q6IPR1","Complex I LYR family"
"Q6IPR3","TYW3 family"
"Q6IPT4","Flavoprotein pyridine nucleotide cytochrome reductase family"
"Q6IQ32","Krueppel C2H2-type zinc-finger protein family"
"Q6IV72","Krueppel C2H2-type zinc-finger protein family"
"Q6J272","CIMIP2 family"
"Q6MZT1","RGS7BP/RGS9BP family"
"Q6N063","OGFOD2 family"
"Q6NSZ9","Krueppel C2H2-type zinc-finger protein family"
"Q6NT32","Type-B carboxylesterase/lipase family"
"Q6NUK4","DP1 family"
"Q6NUM6","TYW1 family"
"Q6NUM9","Carotenoid/retinoid oxidoreductase family, CrtISO subfamily"
"Q6NUS8","UDP-glycosyltransferase family"
"Q6NVV7","CDPF1 family"
"Q6NW34","Nepro family"
"Q6NXE6","ARMC6 family"
"Q6NXR4","TTI2 family"
"Q6P1K8","GTF2H2 family"
"Q6P1L8","Universal ribosomal protein uL14 family"
"Q6P2I3","FAH family"
"Q6P3R8","Protein kinase superfamily, NEK Ser/Thr protein kinase family, NIMA subfamily"
"Q6P444","MTFR1 family"
"Q6P499","NIPA family"
"Q6P4D5","FAM122 family"
"Q6P4E1","GOLM family"
"Q6P582","MOZART2 family"
"Q6P5S2","LEG1 family"
"Q6P996","Group II decarboxylase family"
"Q6P9H5","TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily, AIG1/Toc34/Toc159-like paraseptin GTPase family, IAN subfamily"
"Q6PEY0","Connexin family, Beta-type (group I) subfamily"
"Q6PEZ8","Small leucine-rich proteoglycan (SLRP) family, SLRP class V subfamily"
"Q6PF04","Krueppel C2H2-type zinc-finger protein family"
"Q6PIS1","Nucleobase:cation symporter-2 (NCS2) (TC 2.A.40) family"
"Q6PK18","OGFOD3 family"
"Q6PKH6","Short-chain dehydrogenases/reductases (SDR) family"
"Q6Q8B3","CD200R family"
"Q6RSH7","VHL family"
"Q6SJ96","TBP family"
"Q6T310","Small GTPase superfamily, Ras family"
"Q6T4P5","PA-phosphatase related phosphoesterase family"
"Q6TDU7","DNAI7 family"
"Q6UW32","IGFL family"
"Q6UW49","SPESP1 family"
"Q6UWH4","GASK family"
"Q6UWJ1","Monovalent cation:proton antiporter 2 (CPA2) transporter (TC 2.A.37) family"
"Q6UWM5","CRISP family"
"Q6UWM7","Glycosyl hydrolase 1 family, Klotho subfamily"
"Q6UWQ7","IGFL family"
"Q6UWV2","Myelin P0 protein family"
"Q6UX07","Short-chain dehydrogenases/reductases (SDR) family"
"Q6UX73","UPF0764 family"
"Q6UXH9","Peptidase S1 family"
"Q6UXT9","AB hydrolase superfamily, AB hydrolase 4 family"
"Q6UXU4","GSG1 family"
"Q6UXX5","ITIH family"
"Q6VUC0","AP-2 family"
"Q6W3E5","Glycerophosphoryl diester phosphodiesterase family"
"Q6WBX8","Rad9 family"
"Q6X784","Zona pellucida-binding protein Sp38 family"
"Q6XPR3","S100-fused protein family"
"Q6YFQ2","Cytochrome c oxidase subunit 6B family"
"Q6YI46","TVP38/TMEM64 family"
"Q6ZMD2","Major facilitator superfamily, Spinster (TC 2.A.1.49) family"
"Q6ZMR3","LDH/MDH superfamily, LDH family"
"Q6ZMV9","TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family"
"Q6ZN11","Krueppel C2H2-type zinc-finger protein family"
"Q6ZNB6","NFX1 family"
"Q6ZNW5","GDPGP1 family"
"Q6ZP65","BICDR family"
"Q6ZQR2","CFAP77 family"
"Q6ZRH7","CATSPERG family"
"Q6ZS27","Krueppel C2H2-type zinc-finger protein family"
"Q6ZS72","Protein kinase superfamily"
"Q6ZS82","RGS7BP/RGS9BP family"
"Q6ZS86","FGGY kinase family"
"Q6ZSG2","INSYN2 family"
"Q6ZTA4","TRIM/RBCC family"
"Q6ZTI6","Refilin family"
"Q6ZTR7","CIBAR family"
"Q6ZUB1","SPATA31 family"
"Q6ZUT9","RAB6IP1 family"
"Q6ZUX3","Crescerin family"
"Q6ZVX9","ADIPOR family"
"Q6ZW05","Patched family"
"Q6ZWK6","Peptidase S1 family"
"Q701N2","KRTAP type 5 family"
"Q71UM5","Eukaryotic ribosomal protein eS27 family"
"Q75VX8","GAREM family"
"Q76B58","BRINP family"
"Q76KP1","Chondroitin N-acetylgalactosaminyltransferase family"
"Q7L1V2","MON1/SAND family"
"Q7L3S4","Krueppel C2H2-type zinc-finger protein family"
"Q7L3T8","Class-II aminoacyl-tRNA synthetase family"
"Q7L8W6","Diphthine--ammonia ligase family"
"Q7LDI9","Beta type-B retroviral Gag protein family, HERV class-II K(HML-2) gag subfamily"
"Q7RTR8","G-protein coupled receptor T2R family"
"Q7RTS6","Otopetrin family"
"Q7RTU9","Stereocilin family"
"Q7RTV2","GST superfamily, Alpha family"
"Q7RTV3","Krueppel C2H2-type zinc-finger protein family"
"Q7RTY5","Peptidase S1 family"
"Q7RTY7","Peptidase S1 family"
"Q7RTY8","Peptidase S1 family"
"Q7RTY9","Peptidase S1 family"
"Q7RTZ2","Peptidase C19 family, USP17 subfamily"
"Q7Z2W9","Bacterial ribosomal protein bL21 family"
"Q7Z340","Krueppel C2H2-type zinc-finger protein family"
"Q7Z398","Krueppel C2H2-type zinc-finger protein family"
"Q7Z3G6","Prickle / espinas / testin family"
"Q7Z3T1","G-protein coupled receptor 1 family"
"Q7Z3Z3","Argonaute family, Piwi subfamily"
"Q7Z402","TMC family"
"Q7Z404","TMC family"
"Q7Z444","Small GTPase superfamily, Ras family"
"Q7Z4H3","HDDC2 family"
"Q7Z4J2","Glycosyltransferase 6 family"
"Q7Z4M0","REC114 family"
"Q7Z5A4","Peptidase S1 family"
"Q7Z5H4","G-protein coupled receptor 1 family"
"Q7Z5H5","G-protein coupled receptor 1 family"
"Q7Z5M8","Serine esterase family"
"Q7Z601","G-protein coupled receptor 1 family"
"Q7Z6K4","NRARP family"
"Q7Z6P3","Small GTPase superfamily, Rab family"
"Q7Z7B1","PIGW family"
"Q7Z7B7","Beta-defensin family"
"Q7Z7F7","Mitochondrion-specific ribosomal protein mL55 family"
"Q7Z7J7","LHFP family"
"Q7Z7L9","Krueppel C2H2-type zinc-finger protein family"
"Q7Z7M1","G-protein coupled receptor 2 family, Adhesion G-protein coupled receptor (ADGR) subfamily"
"Q86SG7","Glycosyl hydrolase 23 family"
"Q86SH2","ZAR1 family"
"Q86SP6","G-protein coupled receptor 1 family"
"Q86TA1","MOB1/phocein family"
"Q86TD4","TRAFAC class dynamin-like GTPase superfamily, Dynamin/Fzo/YdjA family"
"Q86TJ5","Krueppel C2H2-type zinc-finger protein family"
"Q86TN4","KptA/TPT1 family"
"Q86U38","NOP9 family"
"Q86UA1","PRP39 family"
"Q86UB2","BIVM family"
"Q86UE3","Krueppel C2H2-type zinc-finger protein family"
"Q86UP8","TFII-I family"
"Q86UW8","HAPLN family"
"Q86UY8","5'(3')-deoxyribonucleotidase family"
"Q86V21","ATP-dependent AMP-binding enzyme family"
"Q86VI1","SEC6 family"
"Q86VU5","Class I-like SAM-binding methyltransferase superfamily, Cation-dependent O-methyltransferase family"
"Q86VZ4","LDLR family"
"Q86W11","Krueppel C2H2-type zinc-finger protein family"
"Q86W33","UPF0359 family"
"Q86W67","FAM228 family"
"Q86WI0","LHFP family"
"Q86WK7","Immunoglobulin superfamily, AMIGO family"
"Q86WK9","ADIPOR family"
"Q86WN2","Alpha/beta interferon family"
"Q86WS3","PLAC1 family"
"Q86WW8","PET191 family"
"Q86X19","TMEM17 family"
"Q86X76","Carbon-nitrogen hydrolase superfamily, NIT1/NIT2 family"
"Q86X83","COMM domain-containing protein 2 family"
"Q86XD5","FAM131 family"
"Q86XH1","AAA ATPase family, DRC11 subfamily"
"Q86XR2","Niban family"
