"""uncharacterized"" (is used in Protein name UniProt)",Bait detected+enriched (=self loop),Cluster ID (Markov),CPX - Recommended name,Cross-reference (ComplexPortal),Gene names  (UniP-SGD-primary or ordered locus),Gene names  (UniP-SGD-primary+synonym or ordered locus),Is in GFP library,name,SGD Brief Description,SGD ID,SGD Name,SGD Qualifier,shared name,Subcellular location [CC],TaBaQ (relative abundance),Uncharacterized (SGD Qualifier+Uniprot combined),UniProt ID
FALSE,TRUE,71,,,CEX1,CEX1,TRUE,YOR112W,Component of nuclear aminoacylation-dependent tRNA export pathway,S000005638;,Cytoplasmic EXport protein,Verified,YOR112W,Cytoplasm {ECO:0000269|PubMed:14562095}.,21.56988,FALSE,Q12453
FALSE,FALSE,71,,,ECM14,ECM14,TRUE,YHR132C,Conserved fungal protein with similarity to zinc carboxypeptidases,S000001174;,ExtraCellular Mutant,Verified,YHR132C,Vacuole {ECO:0000269|PubMed:14562095}.,19.20453,FALSE,P38836
FALSE,TRUE,71,,,YTA6,YTA6,TRUE,YPL074W,Putative ATPase of the CDC48/PAS1/SEC18 (AAA) family,S000005995;,Yeast Tat-binding Analog,Verified,YPL074W,,18.40011,FALSE,P40328
FALSE,TRUE,71,,,BUD9,BUD9,TRUE,YGR041W,Protein involved in bud-site selection,S000003273;,BUD site selection,Verified,YGR041W,Cell membrane {ECO:0000269|PubMed:11514631};Multi-pass membrane protein {ECO:0000269|PubMed:11514631}. Note=Found at the necks of large-budded cells and the proximal poles of daughter cells.,16.56396,FALSE,P53226
FALSE,TRUE,71,,,ATF1,ATF1,TRUE,YOR377W,Alcohol acetyltransferase,S000005904;,AcetylTransFerase,Verified,YOR377W,"Lipid droplet {ECO:0000269|PubMed:15042596, ECO:0000269|PubMed:25093817, ECO:0000269|PubMed:28497697}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:25093817};Peripheral membrane protein {ECO:0000269|PubMed:25093817}. Note=Traffics to lipid droplets during the stationary phase (PubMed:25093817). {ECO:0000269|PubMed:25093817}.",19.89254,FALSE,P40353
FALSE,TRUE,71,,,SKG6,SKG6,TRUE,YHR149C,Integral membrane protein,S000001192;,Suppressor of lethality of Kex2 Gas1 double null mutant,Verified,YHR149C,"Membrane {ECO:0000269|PubMed:16314687};Single-pass membrane protein {ECO:0000269|PubMed:16314687}. Note=Localizes primarily to the growing sites, such as an incipient bud site in the cells with emerging buds, a bud tip in small- or medium-budded cells, or a cell periphery in large-budded cells.",22.12108,FALSE,P32900
FALSE,TRUE,71,,,AST2,AST2,TRUE,YER101C,Lipid raft associated protein,S000000903;,ATPase STabilizing,Verified,YER101C,,18.82384,FALSE,P39945
FALSE,TRUE,71,,,CBP1,CBP1,TRUE,YJL209W,"Mitochondrial protein, regulator of COB mRNA stability and translation",S000003745;,Cytochrome B mRNA Processing,Verified,YJL209W,,17.44821,FALSE,P07252
FALSE,FALSE,368,,,SPT21,SPT21,TRUE,YMR179W,Protein with a role in transcriptional silencing,S000004791;,SuPpressor of Ty,Verified,YMR179W,,15.86708,FALSE,P35209
FALSE,TRUE,368,Signal recognition particle receptor complex,CPX-780,SRP102,SRP102,TRUE,YKL154W,Signal recognition particle (SRP) receptor beta subunit,S000001637;,Signal Recognition Particle,Verified,YKL154W,Endoplasmic reticulum membrane {ECO:0000305}.,20.25947,FALSE,P36057
FALSE,FALSE,368,Signal recognition particle receptor complex,CPX-780,SRP101,SRP101,FALSE,YDR292C,Signal recognition particle (SRP) receptor alpha subunit,S000002700;,Signal Recognition Particle,Verified,YDR292C,"Endoplasmic reticulum membrane {ECO:0000269|PubMed:1327299};Peripheral membrane protein {ECO:0000269|PubMed:1327299};Cytoplasmic side {ECO:0000269|PubMed:1327299}. Note=Thought to be anchored in the membrane through an interaction with SR-beta, which contains a bona fide transmembrane domain.",,FALSE,P32916
FALSE,TRUE,171,BLOC-1 complex,CPX-1153,CNL1,CNL1,TRUE,YDR357C,Subunit of the BLOC-1 complex involved in endosomal maturation,S000002765;,CNo-Like,Verified,YDR357C,Cytoplasm {ECO:0000269|PubMed:14562095}. Note=Punctate pattern.,18.02662,FALSE,Q06333
FALSE,TRUE,171,BLOC-1 complex,CPX-1153,KXD1,KXD1,TRUE,YGL079W,Subunit of the BLOC-1 complex involved in endosomal maturation,S000003047;,KxDL homolog,Verified,YGL079W,Endosome {ECO:0000269|PubMed:14562095}.,18.47403,FALSE,P53158
FALSE,TRUE,171,BLOC-1 complex,CPX-1153,BLI1,BLI1,TRUE,YKL061W,Subunit of the BLOC-1 complex involved in endosomal maturation,S000001544;,BLoc-1 Interactor,Verified,YKL061W,Endosome {ECO:0000269|PubMed:14562095}.,19.8003,FALSE,P35727
FALSE,FALSE,171,BLOC-1 complex,CPX-1153,SNN1,SNN1,TRUE,YNL086W,Subunit of the BLOC-1 complex involved in endosomal maturation,S000005030;,SNapiN,Verified,YNL086W,Endosome {ECO:0000269|PubMed:14562095}.,19.08491,FALSE,P48232
FALSE,TRUE,171,BLOC-1 complex,CPX-1153,BLS1,BLS1,TRUE,YLR408C,Subunit of the BLOC-1 complex involved in endosomal maturation,S000004400;,BLoS1-homolog,Verified,YLR408C,Endosome {ECO:0000269|PubMed:14562095}.,18.32965,FALSE,Q06071
FALSE,TRUE,332,,,SFI1,SFI1,TRUE,YLL003W,Centrin (Cdc31p)-binding protein required for SPB duplication,S000003926;,Suppressor of Fermentation Induced loss of stress resistance,Verified,YLL003W,"Cytoplasm, cytoskeleton, spindle pole {ECO:0000269|PubMed:14504268, ECO:0000269|PubMed:14562095}. Note=Spindle pole, half bridge. {ECO:0000269|PubMed:14504268}.",17.06616,FALSE,Q12369
FALSE,FALSE,332,TREX-2 transcription-export complex,CPX-1686,CDC31,CDC31;DSK1,FALSE,YOR257W,Calcium-binding component of the spindle pole body (SPB) half-bridge,S000005783;,Cell Division Cycle,Verified,YOR257W,"Nucleus, nuclear pore complex {ECO:0000269|PubMed:10684247}. Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body. Note=Spindle pole body, SPB half- bridge.",,FALSE,P06704
FALSE,TRUE,332,,,SAE2,SAE2;COM1,TRUE,YGL175C,Endonuclease required for telomere elongation,S000003143;,Sporulation in the Absence of spo Eleven,Verified,YGL175C,"Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:15369670, ECO:0000269|PubMed:18670132}. Note=Accumulates in foci at the precise time when MRE11 foci disassemble and RAD52 foci assemble (PubMed:18670132). Remains associated with DSBs along with MRE11 in nuclease-deficient cells (PubMed:18670132).",17.02681,FALSE,P46946
FALSE,FALSE,347,,,CPR2,CPR2;CRG;CYP2;SCC2,TRUE,YHR057C,Peptidyl-prolyl cis-trans isomerase (cyclophilin),S000001099;,Cyclosporin A-sensitive Proline Rotamase,Verified,YHR057C,Secreted.,18.70841,FALSE,P23285
TRUE,FALSE,347,,,CIP1,CIP1,TRUE,YPL014W,Cyclin-dependent kinase inhibitor,S000005935;,Cdk1 Interacting Protein,Verified,YPL014W,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,19.28994,TRUE,Q02606
FALSE,TRUE,347,,,ADH6,ADH6,TRUE,YMR318C,NADPH-dependent medium chain alcohol dehydrogenase,S000004937;,Alcohol DeHydrogenase,Verified,YMR318C,,23.10598,FALSE,Q04894
FALSE,FALSE,581,"1,3-beta-D-glucan synthase complex, FKS2-RHO1 variant",CPX-1813,GSC2,GSC2;FKS2;GLS2,FALSE,YGR032W,"Catalytic subunit of 1,3-beta-glucan synthase",S000003264;,Glucan Synthase of Cerevisiae,Verified,YGR032W,Membrane {ECO:0000269|PubMed:7565718};Multi-pass membrane protein {ECO:0000269|PubMed:7565718}.,,FALSE,P40989
FALSE,TRUE,581,,,SFP1,SFP1,TRUE,YLR403W,Regulates transcription of ribosomal protein and biogenesis genes,S000004395;,Split Finger Protein,Verified,YLR403W,Cytoplasm. Nucleus. Note=Nuclear under optimal growth conditions. Leaves the nucleus in response to stress or changes in nutrient availability. The [ISP+] aggregates appear to be nuclear.,20.07886,FALSE,P32432
FALSE,TRUE,21,,,ILM1,ILM1,TRUE,YJR118C,Protein of unknown function,S000003879;,Increased Loss of Mitochondrial DNA,Verified,YJR118C,Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095};Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.,17.64974,FALSE,P47155
FALSE,TRUE,21,RSC complex variant RSC2;RSC complex variant RSC1,CPX-1888;CPX-1889,NPL6,NPL6;RSC7,TRUE,YMR091C,Component of the RSC chromatin remodeling complex,S000004697;,Nuclear Protein Localization,Verified,YMR091C,Nucleus {ECO:0000269|PubMed:14562095}.,19.40368,FALSE,P32832
FALSE,TRUE,21,RSC complex variant RSC2;RSC complex variant RSC1,CPX-1888;CPX-1889,RSC58,RSC58,TRUE,YLR033W,Component of the RSC chromatin remodeling complex,S000004023;,Remodel the Structure of Chromatin,Verified,YLR033W,Nucleus {ECO:0000269|PubMed:12697820}. Note=Localizes to centromeric and flanking chromatin. Association with these loci is dependent on STH1.,19.70856,FALSE,Q07979
FALSE,FALSE,21,RSC complex variant RSC2;RSC complex variant RSC1,CPX-1888;CPX-1889,RSC30,RSC30,FALSE,YHR056C,Component of the RSC chromatin remodeling complex,S000001098;,Remodel the Structure of Chromatin,Verified,YHR056C,"Nucleus {ECO:0000255|PROSITE-ProRule:PRU00227, ECO:0000269|PubMed:12697820}. Note=Localizes to centromeric and flanking chromatin. Association with these loci is dependent on STH1.",,FALSE,P38781
FALSE,TRUE,21,,,ECM15,ECM15,TRUE,YBL001C,Non-essential protein of unknown function,S000000097;,ExtraCellular Mutant,Verified,YBL001C,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,19.37803,FALSE,P35195
FALSE,TRUE,21,SWI/SNF chromatin remodelling complex;RSC complex variant RSC2;RSC complex variant RSC1,CPX-1150;CPX-1888;CPX-1889,ARP7,ARP7;SWP61,TRUE,YPR034W,Component of both the SWI/SNF and RSC chromatin remodeling complexes,S000006238;,Actin-Related Protein,Verified,YPR034W,Nucleus {ECO:0000269|PubMed:12697820}. Note=Localizes to centromeric and flanking chromatin. Association with these loci is dependent on STH1.,21.13449,FALSE,Q12406
FALSE,TRUE,21,SWI/SNF chromatin remodelling complex,CPX-1150,SWP82,SWP82,TRUE,YFL049W,Member of the SWI/SNF chromatin remodeling complex,S000001845;,SWi/snf-associated Protein,Verified,YFL049W,Nucleus {ECO:0000269|PubMed:14562095}.,18.35793,FALSE,P43554
FALSE,TRUE,21,RSC complex variant RSC2;RSC complex variant RSC1,CPX-1888;CPX-1889,RSC9,RSC9,TRUE,YML127W,Component of the RSC chromatin remodeling complex,S000004596;,Remodel the Structure of Chromatin,Verified,YML127W,"Nucleus {ECO:0000255|PROSITE-ProRule:PRU00858, ECO:0000269|PubMed:11931764, ECO:0000269|PubMed:12697820}. Note=Localizes to centromeric and flanking chromatin. Association with these loci is dependent on STH1.",21.0093,FALSE,Q03124
FALSE,TRUE,21,SWI/SNF chromatin remodelling complex,CPX-1150,SNF6,SNF6,TRUE,YHL025W,Subunit of the SWI/SNF chromatin remodeling complex,S000001017;,Sucrose NonFermenting,Verified,YHL025W,Nucleus.,20.20148,FALSE,P18888
FALSE,FALSE,21,RSC complex variant RSC2;RSC complex variant RSC1,CPX-1888;CPX-1889,HTL1,HTL1;DRT1,TRUE,YCR020W-B,Component of the RSC chromatin remodeling complex,S000006439;,High-Temperature Lethal,Verified,YCR020W-B,Nucleus {ECO:0000269|PubMed:12417720}.,19.8942,FALSE,Q9URQ5
FALSE,TRUE,21,RSC complex variant RSC2;RSC complex variant RSC1,CPX-1888;CPX-1889,SFH1,SFH1,TRUE,YLR321C,Component of the RSC chromatin remodeling complex,S000004313;,Snf Five Homolog,Verified,YLR321C,Nucleus {ECO:0000269|PubMed:12697820}. Note=Localizes to centromeric and flanking chromatin. Association with these loci is dependent on STH1.,20.10208,FALSE,Q06168
FALSE,TRUE,21,RSC complex variant RSC2;RSC complex variant RSC1,CPX-1888;CPX-1889,RSC4,RSC4,TRUE,YKR008W,Component of the RSC chromatin remodeling complex,S000001716;,Remodel the Structure of Chromatin,Verified,YKR008W,"Nucleus {ECO:0000269|PubMed:12697820, ECO:0000269|PubMed:14562095}. Note=Localizes to centromeric and flanking chromatin. Association with these loci is dependent on STH1.",20.42461,FALSE,Q02206
FALSE,FALSE,21,SWI/SNF chromatin remodelling complex;RSC complex variant RSC2;RSC complex variant RSC1,CPX-1150;CPX-1888;CPX-1889,ARP9,ARP9;SWP59,FALSE,YMR033W,Component of both the SWI/SNF and RSC chromatin remodeling complexes,S000004636;,Actin-Related Protein,Verified,YMR033W,Nucleus {ECO:0000269|PubMed:12697820}. Note=Localizes to centromeric and flanking chromatin. Association with these loci is dependent on STH1.,,FALSE,Q05123
FALSE,TRUE,21,SWI/SNF chromatin remodelling complex,CPX-1150,SNF12,SNF12;SWP73,TRUE,YNR023W,73 kDa subunit of the SWI/SNF chromatin remodeling complex,S000005306;,Sucrose NonFermenting,Verified,YNR023W,Nucleus.,17.28496,FALSE,P53628
FALSE,TRUE,21,SWI/SNF chromatin remodelling complex,CPX-1150,SWI3,SWI3;TYE2,TRUE,YJL176C,Subunit of the SWI/SNF chromatin remodeling complex,S000003712;,SWItching deficient,Verified,YJL176C,Nucleus.,19.74382,FALSE,P32591
FALSE,TRUE,21,RSC complex variant RSC2;RSC complex variant RSC1,CPX-1888;CPX-1889,STH1,STH1;NPS1,TRUE,YIL126W,ATPase component of the RSC chromatin remodeling complex,S000001388;,SNF Two Homolog,Verified,YIL126W,"Nucleus {ECO:0000255|PROSITE-ProRule:PRU00549, ECO:0000269|PubMed:12697820}. Note=Localizes to centromeric and flanking chromatin. Association of the RSC complex with these loci is dependent on this subunit.",20.56,FALSE,P32597
FALSE,TRUE,21,SWI/SNF chromatin remodelling complex,CPX-1150,SWI1,SWI1;ADR6;GAM3,TRUE,YPL016W,Subunit of the SWI/SNF chromatin remodeling complex,S000005937;,SWItching deficient,Verified,YPL016W,"Nucleus {ECO:0000255|PROSITE-ProRule:PRU00355, ECO:0000269|PubMed:18362884}. Note=While the soluble protein is nuclear, [SWI+] aggregates appear to be cytoplasmic.",18.28313,FALSE,P09547
FALSE,TRUE,21,SWI/SNF chromatin remodelling complex,CPX-1150,SNF2,SNF2;GAM1;RIC1;SWI2;TYE3,TRUE,YOR290C,Catalytic subunit of the SWI/SNF chromatin remodeling complex,S000005816;,Sucrose NonFermenting,Verified,YOR290C,Nucleus.,19.54461,FALSE,P22082
FALSE,FALSE,21,RSC complex variant RSC1,CPX-1889,RSC1,RSC1,FALSE,YGR056W,Component of the RSC chromatin remodeling complex,S000003288;,Remodel the Structure of Chromatin,Verified,YGR056W,Nucleus {ECO:0000269|PubMed:12697820}. Note=Localizes to centromeric and flanking chromatin. Association with these loci is dependent on STH1.,,FALSE,P53236
FALSE,TRUE,21,RSC complex variant RSC2;RSC complex variant RSC1,CPX-1888;CPX-1889,RSC8,RSC8;SWH3,TRUE,YFR037C,Component of the RSC chromatin remodeling complex,S000001933;,Remodel the Structure of Chromatin,Verified,YFR037C,"Nucleus {ECO:0000255|PROSITE-ProRule:PRU00624, ECO:0000269|PubMed:12697820}. Note=Localizes to centromeric and flanking chromatin. Association with these loci is dependent on STH1.",21.04944,FALSE,P43609
FALSE,TRUE,21,,,PET494,PET494,TRUE,YNR045W,Mitochondrial translational activator specific for the COX3 mRNA,S000005328;,PETite colonies,Verified,YNR045W,Mitochondrion inner membrane {ECO:0000269|PubMed:8389363};Peripheral membrane protein {ECO:0000269|PubMed:8389363}.,17.01744,FALSE,P07390
FALSE,FALSE,21,,,PHO87,PHO87,TRUE,YCR037C,Low-affinity inorganic phosphate (Pi) transporter,S000000633;,PHOsphate metabolism,Verified,YCR037C,Membrane;Multi-pass membrane protein.,14.96,FALSE,P25360
FALSE,FALSE,21,RSC complex variant RSC2;RSC complex variant RSC1,CPX-1888;CPX-1889,RSC6,RSC6,FALSE,YCR052W,Component of the RSC chromatin remodeling complex,S000000648;,Remodel the Structure of Chromatin,Verified,YCR052W,Nucleus {ECO:0000269|PubMed:12697820}. Note=Localizes to centromeric and flanking chromatin. Association with these loci is dependent on STH1.,,FALSE,P25632
FALSE,TRUE,21,,,MMP1,MMP1,TRUE,YLL061W,High-affinity S-methylmethionine permease,S000003984;,S-MethylMethionine Permease,Verified,YLL061W,Membrane {ECO:0000269|PubMed:14562095};Multi-pass membrane protein {ECO:0000269|PubMed:14562095}. Endoplasmic reticulum {ECO:0000269|PubMed:14562095}.,18.15248,FALSE,Q12372
FALSE,FALSE,21,RSC complex variant RSC2;RSC complex variant RSC1,CPX-1888;CPX-1889,LDB7,LDB7;RSC14,FALSE,YBL006C,Component of the RSC chromatin remodeling complex,S000000102;,Low Dye Binding,Verified,YBL006C,Nucleus.,,FALSE,P38210
FALSE,TRUE,21,RSC complex variant RSC2,CPX-1888,RSC2,RSC2,TRUE,YLR357W,Component of the RSC chromatin remodeling complex,S000004349;,Remodel the Structure of Chromatin,Verified,YLR357W,Nucleus {ECO:0000269|PubMed:12697820}. Note=Localizes to centromeric and flanking chromatin. Association with these loci is dependent on STH1.,20.93348,FALSE,Q06488
FALSE,FALSE,21,,,MBR1,MBR1,FALSE,YKL093W,Protein involved in mitochondrial functions and stress response,S000001576;,Mitochondrial Biogenesis Regulation,Verified,YKL093W,Mitochondrion {ECO:0000305}.,,FALSE,P23493
FALSE,FALSE,21,RSC complex variant RSC2;RSC complex variant RSC1,CPX-1888;CPX-1889,RSC3,RSC3,TRUE,YDR303C,Component of the RSC chromatin remodeling complex,S000002711;,Remodel the Structure of Chromatin,Verified,YDR303C,"Nucleus {ECO:0000255|PROSITE-ProRule:PRU00227, ECO:0000269|PubMed:12697820}. Note=Localizes to centromeric and flanking chromatin. Association with these loci is dependent on STH1.",14.73055,FALSE,Q06639
FALSE,TRUE,21,SWI/SNF chromatin remodelling complex,CPX-1150,SNF5,SNF5;SWI10;TYE4,TRUE,YBR289W,Subunit of the SWI/SNF chromatin remodeling complex,S000000493;,Sucrose NonFermenting,Verified,YBR289W,Nucleus {ECO:0000269|PubMed:14562095}.,19.85736,FALSE,P18480
FALSE,TRUE,21,SWI/SNF chromatin remodelling complex;RSC complex variant RSC2;RSC complex variant RSC1,CPX-1150;CPX-1888;CPX-1889,RTT102,RTT102,TRUE,YGR275W,Component of both the SWI/SNF and RSC chromatin remodeling complexes,S000003507;,Regulator of Ty1 Transposition,Verified,YGR275W,Nucleus {ECO:0000269|PubMed:14562095}.,19.31783,FALSE,P53330
FALSE,TRUE,395,,,HAA1,HAA1,TRUE,YPR008W,Transcriptional activator involved in adaptation to weak acid stress,S000006212;,Homolog of Ace1 Activator,Verified,YPR008W,Nucleus {ECO:0000269|PubMed:11504737}.,19.83517,FALSE,Q12753
FALSE,FALSE,395,Mannosyl phosphorylinositol ceramide synthase CSH1-CSG2,CPX-1740,CSH1,CSH1,TRUE,YBR161W,Mannosylinositol phosphorylceramide (MIPC) synthase catalytic subunit,S000000365;,CSG1/SUR1 Homolog,Verified,YBR161W,Vacuole membrane {ECO:0000269|PubMed:14562095};Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.,19.27815,FALSE,P38287
FALSE,FALSE,574,,,SPO71,SPO71,FALSE,YDR104C,Meiosis-specific protein required for prospore membrane morphogenesis,S000002511;,SPOrulation,Verified,YDR104C,,,FALSE,Q03868
FALSE,TRUE,574,,,VPS13,VPS13;SOI1;VPT2,TRUE,YLL040C,Protein involved in prospore membrane morphogenesis,S000003963;,Vacuolar Protein Sorting,Verified,YLL040C,"Golgi apparatus, trans-Golgi network {ECO:0000305}.",19.53912,FALSE,Q07878
FALSE,FALSE,602,,,TY1B-NL2,TY1B-NL2;YNLWTy1-2;POL,FALSE,YNL054W-B,,S000007385;,,,YNL054W-B,Cytoplasm. Nucleus {ECO:0000250}.,,FALSE,Q99337
FALSE,FALSE,602,,,FUS2,FUS2,TRUE,YMR232W,Cell fusion regulator,S000004845;,cell FUSion,Verified,YMR232W,Cell tip. Note=Localizes at the mating projection tip (shmoo).,,FALSE,Q05670
FALSE,TRUE,180,Nonsense-mediated decay complex,CPX-1315,NMD2,NMD2;IFS1;SUA1;UPF2,TRUE,YHR077C,Protein involved in the nonsense-mediated mRNA decay (NMD) pathway,S000001119;,Nonsense-mediated MRNA Decay,Verified,YHR077C,Cytoplasm {ECO:0000305}.,20.66607,FALSE,P38798
FALSE,TRUE,180,,,POT1,POT1;FOX3;POX3,TRUE,YIL160C,3-ketoacyl-CoA thiolase with broad chain length specificity,S000001422;,Peroxisomal Oxoacyl Thiolase,Verified,YIL160C,Peroxisome. Mitochondrion intermembrane space {ECO:0000269|PubMed:22984289}.,18.27482,FALSE,P27796
FALSE,TRUE,180,Peptide:N-glycanase-Rad23 complex,CPX-1320,PNG1,PNG1,TRUE,YPL096W,Conserved peptide N-glycanase,S000006017;,Peptide N-Glycanase,Verified,YPL096W,Cytoplasm. Nucleus.,18.63572,FALSE,Q02890
TRUE,TRUE,180,,,YGR266W,YGR266W,TRUE,YGR266W,Protein of unknown function,S000003498;,,Verified,YGR266W,,20.47893,TRUE,P53326
FALSE,TRUE,180,Nonsense-mediated decay complex,CPX-1315,UPF3,UPF3;SUA6,TRUE,YGR072W,Component of the nonsense-mediated mRNA decay (NMD) pathway,S000003304;,UP Frameshift,Verified,YGR072W,Nucleus {ECO:0000269|PubMed:11502169}.,18.89524,FALSE,P48412
FALSE,TRUE,202,GET4-GET5 transmembrane domain recognition complex,CPX-1861,SGT2,SGT2,TRUE,YOR007C,Glutamine-rich cytoplasmic cochaperone,S000005533;,Small Glutamine-rich Tetratricopeptide repeat-containing protein,Verified,YOR007C,Cytoplasm {ECO:0000269|PubMed:14562095}.,23.00735,FALSE,Q12118
FALSE,TRUE,202,GET4-GET5 transmembrane domain recognition complex,CPX-1861,GET4,GET4,TRUE,YOR164C,Protein involved in inserting tail-anchored proteins into ER membranes,S000005690;,Guided Entry Tail-anchored proteins,Verified,YOR164C,Cytoplasm {ECO:0000269|PubMed:14562095}.,19.95561,FALSE,Q12125
FALSE,TRUE,202,GET4-GET5 transmembrane domain recognition complex,CPX-1861,MDY2,MDY2;GET5;TMA24,TRUE,YOL111C,Protein involved in inserting tail-anchored proteins into ER membranes,S000005471;,Mating-Deficient Yeast,Verified,YOL111C,"Cytoplasm, cytosol. Nucleus. Note=Detected in both cytosol and nucleus but is predominantly cytosolic.",21.48452,FALSE,Q12285
FALSE,TRUE,202,GET4-GET5 transmembrane domain recognition complex,CPX-1861,YBR137W,YBR137W,TRUE,YBR137W,Protein with a role in ER delivery of tail-anchored membrane proteins,S000000341;,,Verified,YBR137W,Cytoplasm {ECO:0000269|PubMed:14562095}.,19.36127,FALSE,P38276
FALSE,TRUE,68,,,BAP3,BAP3;PAP1,TRUE,YDR046C,Amino acid permease,S000002453;,Branched-chain Amino acid Permease,Verified,YDR046C,Membrane;Multi-pass membrane protein.,21.98863,FALSE,P41815
FALSE,TRUE,68,,,SPL2,SPL2,TRUE,YHR136C,Protein with similarity to cyclin-dependent kinase inhibitors,S000001178;,Suppressor of PLc1 deletion,Verified,YHR136C,Cytoplasmic granule {ECO:0000269|PubMed:14562095}. Cytoplasm {ECO:0000269|PubMed:14562095}.,21.71124,FALSE,P38839
FALSE,TRUE,68,,,NHX1,NHX1;NHA2;VPL27;VPS44,TRUE,YDR456W,Na+/H+ and K+/H+ exchanger,S000002864;,Na+/H+ eXchanger,Verified,YDR456W,Endosome membrane;Multi-pass membrane protein. Prevacuolar compartment membrane;Multi-pass membrane protein.,19.88441,FALSE,Q04121
FALSE,TRUE,68,,,MUP1,MUP1,TRUE,YGR055W,High affinity methionine permease,S000003287;,Methionine UPtake,Verified,YGR055W,Membrane {ECO:0000305};Multi-pass membrane protein {ECO:0000305}.,24.33411,FALSE,P50276
FALSE,TRUE,68,,,PHO90,PHO90,TRUE,YJL198W,Low-affinity phosphate transporter,S000003734;,PHOsphate metabolism,Verified,YJL198W,Membrane {ECO:0000305};Multi-pass membrane protein {ECO:0000305}.,18.52888,FALSE,P39535
FALSE,TRUE,68,,,TVP18,TVP18,TRUE,YMR071C,Integral membrane protein,S000004675;,Tlg2-Vesicle Protein,Verified,YMR071C,"Golgi apparatus membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:17178117};Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:17178117}.",21.55565,FALSE,Q04767
